,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
579,GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2
580,GODHA,Godha Cabcon & Insulation Limited,EQ,24-DEC-2020,1,1,INE925Y01036,1
581,GODREJAGRO,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10
582,GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1
583,GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1
584,GODREJPROP,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5
585,GOENKA,Goenka Diamond and Jewels Limited,BZ,16-APR-2010,1,1,INE516K01024,1
586,GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5
587,GOKUL,Gokul Refoils and Solvent Limited,EQ,04-JUN-2008,2,1,INE020J01029,2
588,GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,2,1,INE314T01025,2
589,GOLDENTOBC,Golden Tobacco Limited,BZ,08-FEB-1995,10,1,INE973A01010,10
590,GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2
591,GOLDTECH,Goldstone Technologies Limited,EQ,11-APR-2001,10,1,INE805A01014,10
592,GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2
593,GOODYEAR,Goodyear India Limited,EQ,28-DEC-1994,10,1,INE533A01012,10
594,GOYALALUM,Goyal Aluminiums Limited,EQ,04-NOV-2022,10,1,INE705X01018,10
595,GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,5,1,INE177H01021,5
596,GPPL,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10
597,GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10
598,GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1
599,GRAPHITE,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2
600,GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2
601,GRAUWEIL,Grauer & Weil (India) Limited,EQ,05-AUG-2021,1,1,INE266D01021,1
602,GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2
603,GREAVESCOT,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2
604,GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1
605,GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1
606,GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1
607,GREENPOWER,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10
608,GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5
609,GRINFRA,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5
610,GRMOVER,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2
611,GROBTEA,The Grob Tea Company Limited,EQ,14-JUL-2016,10,1,INE646C01018,10
612,GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10
613,GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10
614,GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10
615,GSCLCEMENT,Gujarat Sidhee Cement Limited,EQ,15-MAY-2013,10,1,INE542A01039,10
616,GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2
617,GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10
618,GSS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10
619,GTL,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10
620,GTLINFRA,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10
621,GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10
622,GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1
623,GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10
624,GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10
625,GUJGASLTD,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2
626,GUJRAFFIA,Gujarat Raffia Industries Limited,BE,09-OCT-1996,10,1,INE610B01024,10
627,GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2
628,GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5
629,GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1
630,GVKPIL,GVK Power & Infrastructure Limited,BE,27-FEB-2006,1,1,INE251H01024,1
631,HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,10,1,INE066F01012,10
632,HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2
633,HARDWYN,Hardwyn India Limited,EQ,12-APR-2022,10,1,INE626Z01011,10
634,HARIOMPIPE,Hariom Pipe Industries Limited,EQ,13-APR-2022,10,1,INE00EV01017,10
635,HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10
636,HARSHA,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,INE0JUS01029,10
637,HATHWAY,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2
638,HATSUN,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1
639,HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1
640,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,BE,16-FEB-2000,2,1,INE293B01029,2
641,HBLPOWER,HBL Power Systems Limited,EQ,04-JAN-2007,1,1,INE292B01021,1
642,HBSL,HB Stockholdings Limited,EQ,23-JUL-2018,10,1,INE550B01022,10
643,HCC,Hindustan Construction Company Limited,EQ,01-APR-2003,1,1,INE549A01026,1
644,HCG,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,INE075I01017,10
645,HCL-INSYS,HCL Infosystems Limited,EQ,01-JAN-1997,2,1,INE236A01020,2
646,HCLTECH,HCL Technologies Limited,EQ,06-JAN-2000,2,1,INE860A01027,2
647,HDFC,Housing Development Finance Corporation Limited,EQ,23-OCT-1996,2,1,INE001A01036,2
648,HDFCAMC,HDFC Asset Management Company Limited,EQ,06-AUG-2018,5,1,INE127D01025,5
649,HDFCBANK,HDFC Bank Limited,EQ,08-NOV-1995,1,1,INE040A01034,1
650,HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-NOV-2017,10,1,INE795G01014,10
651,HDIL,Housing Development and Infrastructure Limited,BZ,24-JUL-2007,10,1,INE191I01012,10
652,HEADSUP,Heads UP Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10
653,HECPROJECT,HEC Infra Projects Limited,EQ,30-DEC-2021,10,1,INE558R01013,10
654,HEG,HEG Limited,EQ,10-MAY-1995,10,1,INE545A01016,10
655,HEIDELBERG,HeidelbergCement India Limited,EQ,15-MAR-1995,10,1,INE578A01017,10
656,HEMIPROP,Hemisphere Properties India Limited,EQ,22-OCT-2020,10,1,INE0AJG01018,10
657,HERANBA,Heranba Industries Limited,EQ,05-MAR-2021,10,1,INE694N01015,10
658,HERCULES,Hercules Hoists Limited,EQ,19-FEB-2008,1,1,INE688E01024,1
659,HERITGFOOD,Heritage Foods Limited,EQ,27-NOV-1996,5,1,INE978A01027,5
660,HEROMOTOCO,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,INE158A01026,2
661,HESTERBIO,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,INE782E01017,10
662,HEXATRADEX,Hexa Tradex Limited,EQ,20-APR-2012,2,1,INE750M01017,2
663,HFCL,HFCL Limited,EQ,09-MAR-2011,1,1,INE548A01028,1
664,HGINFRA,H.G. Infra Engineering Limited,EQ,09-MAR-2018,10,1,INE926X01010,10
665,HGS,Hinduja Global Solutions Limited,EQ,19-JUN-2007,10,1,INE170I01016,10
666,HIKAL,Hikal Limited,EQ,14-FEB-2001,2,1,INE475B01022,2
667,HIL,HIL Limited,EQ,26-APR-1995,10,1,INE557A01011,10
668,HILTON,Hilton Metal Forging Limited,EQ,24-MAY-2007,10,1,INE788H01017,10
669,HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5
670,HINDALCO,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,INE038A01020,1
671,HINDCOMPOS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5
672,HINDCON,Hindcon Chemicals Limited,BE,05-JUL-2021,10,1,INE642Y01011,10
673,HINDCOPPER,Hindustan Copper Limited,EQ,15-SEP-2010,5,1,INE531E01026,5
674,HINDMOTORS,Hindustan Motors Limited,EQ,21-FEB-2011,5,1,INE253A01025,5
675,HINDNATGLS,Hindusthan National Glass & Industries Limited,BE,15-APR-2009,2,1,INE952A01022,2
676,HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,INE345A01011,10
677,HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,INE094A01015,10
678,HINDUNILVR,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1
679,HINDWAREAP,Hindware Home Innovation Limited,EQ,26-DEC-2019,2,1,INE05AN01011,2
680,HINDZINC,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,INE267A01025,2
681,HIRECT,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2
682,HISARMETAL,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10
683,HITECH,Hi-Tech Pipes Limited,EQ,07-MAY-2018,10,1,INE106T01017,10
684,HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10
685,HITECHGEAR,The Hi-Tech Gears Limited,EQ,21-JAN-2002,10,1,INE127B01011,10
686,HLEGLAS,HLE Glascoat Limited,EQ,22-FEB-2021,2,1,INE461D01028,2
687,HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2
688,HMT,HMT Limited,BZ,29-AUG-2003,10,1,INE262A01018,10
689,HMVL,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10
690,HNDFDS,Hindustan Foods Limited,EQ,19-AUG-2019,2,1,INE254N01026,2
691,HOMEFIRST,Home First Finance Company India Limited,EQ,03-FEB-2021,2,1,INE481N01025,2
692,HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10
693,HONDAPOWER,Honda India Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10
694,HOVS,HOV Services Limited,EQ,27-SEP-2006,10,1,INE596H01014,10
695,HPAL,HP Adhesives Limited,EQ,27-DEC-2021,10,1,INE0GSL01016,10
696,HPIL,Hindprakash Industries Limited,EQ,07-NOV-2022,10,1,INE05X901010,10
697,HPL,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10
698,HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1
699,HTMEDIA,HT Media Limited,EQ,01-SEP-2005,2,1,INE501G01024,2
700,HUBTOWN,Hubtown Limited,BE,07-FEB-2007,10,1,INE703H01016,10
701,HUDCO,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10
702,HUHTAMAKI,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2
703,HYBRIDFIN,Hybrid Financial Services Limited,EQ,05-DEC-2022,5,1,INE965B01022,5
704,IBREALEST,Indiabulls Real Estate Limited,EQ,23-MAR-2007,2,1,INE069I01010,2
705,IBULHSGFIN,Indiabulls Housing Finance Limited,EQ,23-JUL-2013,2,1,INE148I01020,2
706,ICDSLTD,ICDS Limited,BE,17-NOV-1999,10,1,INE613B01010,10
707,ICEMAKE,Ice Make Refrigeration Limited,BE,12-OCT-2020,10,1,INE520Y01019,10
708,ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2
709,ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10
710,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10
711,ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2
712,ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10
713,IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10
714,IDEA,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10
715,IDFC,IDFC Limited,EQ,12-AUG-2005,10,1,INE043D01016,10
716,IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10
717,IEX,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1
718,IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10
719,IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10
720,IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10
721,IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10
722,IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10
723,IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2
724,IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10
725,IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2
726,IIFLSEC,IIFL Securities Limited,EQ,20-SEP-2019,2,1,INE489L01022,2
727,IIFLWAM,Iifl Wealth Management Limited,EQ,19-SEP-2019,2,1,INE466L01020,2
728,IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10,1,INE886A01014,10
729,IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10
730,IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10
731,IMAGICAA,Imagicaaworld Entertainment Limited,BE,06-APR-2015,10,1,INE172N01012,10
732,IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10
733,IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10
734,IMPEXFERRO,Impex Ferro Tech Limited,BE,03-FEB-2005,10,1,INE691G01015,10
735,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,INE452L01012,10
736,INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10
737,INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1
738,INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10
739,INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,10,1,INE560A01015,10
740,INDIAMART,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10
741,INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10
742,INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10
743,INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2
744,INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10
745,INDIGOPNTS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,INE09VQ01012,10
746,INDLMETER,IMP Powers Limited,BZ,10-JAN-1996,10,1,INE065B01013,10
747,INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5
748,INDOAMIN,Indo Amines Limited,EQ,29-APR-2022,5,1,INE760F01028,5
749,INDOBORAX,Indo Borax & Chemicals Limited,EQ,29-MAR-2022,1,1,INE803D01021,1
750,INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2
751,INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10
752,INDOSTAR,IndoStar Capital Finance Limited,BE,21-MAY-2018,10,1,INE896L01010,10
753,INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10
754,INDOTHAI,Indo Thai Securities Limited,BE,02-NOV-2011,10,1,INE337M01013,10
755,INDOWIND,Indowind Energy Limited,BE,14-SEP-2007,10,1,INE227G01018,10
756,INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10
757,INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10,1,INE915B01019,10
758,INDSWFTLTD,Ind-Swift Limited,EQ,18-OCT-2004,2,1,INE788B01028,2
759,INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2
760,INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10
761,INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10
762,INEOSSTYRO,INEOS Styrolution India Limited,EQ,29-MAR-1995,10,1,INE189B01011,10
763,INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1
764,INFOBEAN,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10
765,INFOMEDIA,Infomedia Press Limited,EQ,12-OCT-2006,10,1,INE669A01022,10
766,INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5
767,INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10
768,INOXGREEN,Inox Green Energy Services Limited,EQ,23-NOV-2022,10,1,INE510W01014,10
769,INOXLEISUR,INOX Leisure Limited,EQ,23-FEB-2006,10,1,INE312H01016,10
770,INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10
771,INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10
772,INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10
773,INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5
774,INTENTECH,Intense Technologies Limited,EQ,23-MAR-2017,2,1,INE781A01025,2
775,INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1
776,INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1
777,IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
778,IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10
779,IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,10,1,INE485C01011,10
780,IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,10,1,INE570A01014,10
781,IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1
782,IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1
783,IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,10,1,INE821I01014,10
784,IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2
785,IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2
786,IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10
787,IRIS,Iris Business Services Limited,EQ,08-NOV-2021,10,1,INE864K01010,10
788,IRISDOREME,Iris Clothings Limited,BE,22-FEB-2021,10,1,INE01GN01017,10
789,ISEC,ICICI Securities Limited,EQ,04-APR-2018,5,1,INE763G01038,5
790,ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10
791,ISGEC,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1
792,ISMTLTD,ISMT Limited,EQ,28-AUG-2007,5,1,INE732F01019,5
793,ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1
794,ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10
795,ITDCEM,ITD Cementation India Limited,EQ,10-FEB-1999,1,1,INE686A01026,1
796,ITI,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10
797,IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2
798,IVP,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10
799,IWEL,Inox Wind Energy Limited,EQ,11-JUN-2021,10,1,INE0FLR01028,10
800,IZMO,IZMO Limited,EQ,05-FEB-2007,10,1,INE848A01014,10
801,J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1
802,JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2
803,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,5,1,INE048B01027,5
804,JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,10,1,INE091G01018,10
805,JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1
806,JAIPURKURT,Nandani Creation Limited,BE,02-SEP-2021,10,1,INE696V01013,10
807,JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1
808,JASH,Jash Engineering Limited,EQ,30-OCT-2019,10,1,INE039O01011,10
809,JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5
810,JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,5,1,INE571B01028,5
811,JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10
812,JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5
813,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,2,1,INE572A01028,2
814,JBFIND,JBF Industries Limited,EQ,25-FEB-2004,10,1,INE187A01017,10
815,JBMA,JBM Auto Limited,EQ,17-DEC-2004,2,1,INE927D01044,2
816,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10
817,JETAIRWAYS,Jet Airways (India) Limited,BZ,14-MAR-2005,10,1,INE802G01018,10
818,JETFREIGHT,Jet Freight Logistics Limited,EQ,21-DEC-2021,5,1,INE982V01025,5
819,JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10
820,JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10
821,JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10
822,JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,2,1,INE324A01024,2
823,JINDALSTEL,Jindal Steel & Power Limited,EQ,29-DEC-1999,1,1,INE749A01030,1
824,JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5
825,JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1
826,JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2
827,JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2
828,JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2,1,INE863T01013,2
829,JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10
830,JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5
831,JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5
832,JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10
833,JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2
834,JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2
835,JMCPROJECT,JMC Projects (India)  Limited,EQ,26-NOV-2007,2,1,INE890A01024,2
836,JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1
837,JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10
838,JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-JUN-2004,2,1,INE455F01025,2
839,JPINFRATEC,Jaypee Infratech Limited,BE,21-MAY-2010,10,1,INE099J01015,10
840,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10
841,JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10
842,JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2
843,JSLHISAR,Jindal Stainless (Hisar) Limited,EQ,28-JAN-2016,2,1,INE455T01018,2
844,JSWENERGY,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10
845,JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10
846,JSWISPL,JSW Ispat Special Products Limited,EQ,12-SEP-2018,10,1,INE743C01021,10
847,JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1
848,JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1
849,JTLIND,JTL INDUSTRIES LIMITED,EQ,23-DEC-2021,2,1,INE391J01024,2
850,JUBLFOOD,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2
851,JUBLINDS,Jubilant Industries Limited,BE,14-FEB-2011,10,1,INE645L01011,10
852,JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1
853,JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1
854,JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10
855,JWL,Jupiter Wagons Limited,BE,18-OCT-2010,10,1,INE209L01016,10
856,JYOTHYLAB,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1
857,JYOTISTRUC,Jyoti Structures Limited,BZ,19-JUL-1995,2,1,INE197A01024,2
858,KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5
859,KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1
860,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10
861,KALPATPOWR,Kalpataru Power Transmission Limited,EQ,15-DEC-2000,2,1,INE220B01022,2
862,KALYANI,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10
863,KALYANIFRG,Kalyani Forge Limited,BE,20-DEC-2007,10,1,INE314G01014,10
864,KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10
865,KAMATHOTEL,Kamat Hotels (I) Limited,BE,29-MAY-1996,10,1,INE967C01018,10
